Timestamp,Program Studi,Tahun Masuk UIN Jakarta,Tahun Wisuda,Bulan Wisuda,Status saat ini,Waktu Mendapatkan Pekerjaan,Perusahaan,Posisi,Tahun Wirausaha,Bidang wirausaha,Penghasilan,Tahun Masuk S2,Universitas S2,Tahun Masuk S3,Universitas S3,Nama Prodi S2/S3,Kesesuaian Kurikulum,Kesesuaian Bidang Ilmu,Saran
2024-07-02 11:12:15,Prodi Biologi,2018,2023,November,Pengajar,5,Yayasan Nurul hidayah ,Guru madrasah aliyah,,,,,,,,,4,3,Alhamdulillah prodi biologi sudah bagus pelayanan terhadap mahasiswa juga sudah cukup bagus dan sangat memudahkan mahasiswa
2024-07-02 11:22:33,Prodi Biologi,2019,2023,November,Karyawan Swasta,1,PT Karsa Buana Lestari,Staff Laboratorium,,,4000000,,,,,,4,3,
2024-07-02 11:24:50,Prodi Biologi,2016,2020,Agustus,ASN/PNS,6,"Balai Besar Taman Nasional Lore Lindu, Kementerian Lingkungan Hidup dan Kehutanan",Analis Konservasi Kawasan,,,8000000,,,,,,4,5,
2024-07-02 11:25:48,Prodi Biologi,2018,2024,Februari,sedang mencari kerja,,,,,,,,,,,,4,1,
2024-07-02 11:27:36,Prodi Biologi,2016,2021,Juli,Karyawan Swasta,13,Dinas Pertamanan dan Hutan Kota DKI Jakarta,Laboran Kultur Jaringan,,,4800000,,,,,,5,5,
2024-07-02 11:36:14,Prodi Biologi,2016,2022,Februari,Pengajar,1,SMP dan SMK Adzikra,Waka Kurikulum SMK Adzikra ,,,2000000,,,,,,3,3,"Saran dr saya semoga layanan akademik fakultas lebih sigap, cepat dan tanggap"
2024-07-02 11:40:09,Prodi Biologi,2016,2021,Juni,sedang mencari kerja,13,P3JPH UIN Syarif Hidayatullah Jakarta,Admin & Sekretariat,,,2000000,,,,,,1,1,"untuk biologi, mohon untuk mengadakan mata kuliah pangan halal atau sistem halal seperti yang ada di prodi kimia, farmasi, maupun agribisnis"
2024-07-02 11:40:25,Prodi Biologi,2018,2022,Agustus,Pengajar,3,SDIT Quran Asyfa,Guru Kelas ,,,,,,,,,3,3,Perlunya adanya kerjasama atau mitra dengan badan usaha atau pembuat program wirausaha yang bisa di bangun sebelum kelulusan
2024-07-02 11:43:24,Prodi Biologi,2017,2022,Agustus,Wirausaha,1,,,2022,Textile,20000000,,,,,,2,2,
2024-07-02 11:43:36,Prodi Biologi,2017,2021,Agustus,melanjutkan studi,2,,,,,,2022,IPB,,,Ilmu Pengelolaan Sumberdaya Alam dan Lingkungan,4,4,
2024-07-02 11:44:39,Prodi Biologi,2019,2024,Juni,sedang mencari kerja,,,,,,,,,,,,4,1,
2024-07-02 11:45:01,Prodi Biologi,2017,2023,Februari,Pengajar,6,,,,,,,,,,,3,4,Kurikulum diharapkan dapat memberikan kontribusi terhadap tempat kerja
2024-07-02 11:50:34,Prodi Biologi,2017,2022,Agustus,Karyawan Swasta,9,Audy Dental ,Receptionist,,,4000000,,,,,,3,4,
2024-07-02 11:50:39,Prodi Biologi,2017,2023,Januari,Wirausaha,,,,2021,Makanan,1500000,,,,,,3,3,Sarannya mungkin diberikan bimbingan untuk lulusan biologi prospek kerjanya bisa kemana saja dan di fasilitasi/di informasikan bila ada pelatihan/sertifikasi selama berkuliah yang akan membantu mahasiswa survive di dunia kerja nantinya
2024-07-02 11:51:07,Prodi Biologi,2016,2021,Agustus,Pengajar,10,"Sekolah Islam Pembangunan, Yayasan Syarif Hidayatullah Jakarta",Guru kelas/ wali kelas,,,5000000,,,,,,4,4,"Saran : Meningkatkan fasilitas laboratorium dengan peralatan terbaru dan lebih lengkap. Membangun kerjasama dengan industri, lembaga penelitian, dan universitas lainnya. Menyusun kurikulum yang lebih relevan dengan kebutuhan industri dan perkembangan. 
Kesan : pengalaman belajar yang bermakna, membuka wawasan, fasilitas yang cukup mendukung proses belajar mengajar, dosen dan staf sangat mendukung dan membantu, memberikan motivasi yang berharga. "
2024-07-02 11:53:31,Prodi Biologi,2017,2023,November,melanjutkan studi,,,,,,,2024,UI,,,Biomedik,3,4,
2024-07-02 11:55:50,Prodi Biologi,2017,2022,Februari,Pengajar,1,SPNFS SKB KOTA BOGOR dan SMP IT Darul Kholidin,Tutor dan Guru,,,3000000,,,,,,4,4,
2024-07-02 11:57:26,Prodi Biologi,2017,2023,Mei,Pengajar,3,Anak Hebat (AHE) ,Pengajar,,,2000000,,,,,,4,2,Semoga prodi Biologi semakin maju dan menjadi prodi yang terbaik mencetak lulusan-lulusan yang memiliki kualitas membanggakan
2024-07-02 11:58:15,Prodi Kimia,2019,2024,Juni,Wirausaha,,,,2024,Menjual tiket saat ada suatu acara,300000,,,,,,5,4,
2024-07-02 11:58:29,Prodi Biologi,2017,2022,Juni,Karyawan Swasta,4,PT. Bumi Pangan Utama,Staff Analis Mikrobiologi,,,4000000,,,,,,3,5,"Mahasiswa diarahkan untuk banyak mengikuti kegiatan magang dan pelatihan di luar jam kampus serta seminar online untuk mengasah keilmuan mahasiswa di bidang biologi, perbanyak praktikum dan studi banding ke laboratorium eksternal"
2024-07-02 12:08:32,Prodi Kimia,2019,2024,Februari,Karyawan Swasta,2,PT. L'essential,Staff QC,,,5000000,,,,,,4,4,semoga prodi kimia banyak menjalin kerjasama dengan perusahaan
2024-07-02 12:09:34,Prodi Biologi,2017,2023,November,sedang mencari kerja,,,,,,,,,,,,4,4,
2024-07-02 12:10:05,Prodi Biologi,2018,2022,Januari,melanjutkan studi,,,,,,,2023,IPB,,,Agronomi dan Hortikultura,5,5,Kesan : pelayanan administrasi cepat
2024-07-02 12:11:55,Prodi Biologi,2017,2021,Februari,Researcher,3,Badan Riset dan Inovasi Nasional,Research Assistant,,,3500000,,,,,,5,5,
2024-07-02 12:12:10,Prodi Biologi,2019,2023,November,sedang mencari kerja,,,,,,,,,,,,4,4,
2024-07-02 12:13:48,Prodi Biologi,2017,2023,Februari,Pengajar,2,Yayasan Pendidikan Harapan,Guru Tidak Tetap (GTT),,,2000000,,,,,,3,3,Semoga semakin baik lagi sarana dan prasarana di prodi kita untuk menunjang para mahasiswa prodi biologi
2024-07-02 12:18:57,Prodi Biologi,2017,2022,Februari,Internship,1,PT Kurnia Ciptamoda Gemilang,Internship Staff,,,2000000,,,,,,3,1,
2024-07-02 12:24:12,Prodi Biologi,2017,2021,Februari,melanjutkan studi,,,,,,,2022,Universitas Andalas,,,Magister Biologi ,5,5,
2024-07-02 12:40:42,Prodi Biologi,2017,2024,Juni,sedang mencari kerja,,,,,,,,,,,,4,3,
2024-07-02 13:13:05,Prodi Biologi,2017,2022,Agustus,Karyawan Swasta,6,PT Propertindo Jaya Bersama,Administrasi,,,4000000,,,,,,1,1,"Kesan di prodi Biology itu seru banget. Saran nya Biologi di UIN supaya lebih seru dalam hal perkembangan teknologi maupun sains nya lebih abdet, slalu memberi arahan, dukungan & motivasi mahasiswa/I nya biar semakin semangattt untuk mudah berkarir di bidang nya..

Biology UIN Jakarta aku yakin semakin Keren dan meluluskan mahasiswa/I yg sangat berprestasi Dan mengharumkan nama Kampus dan Indonesia aamiin"
2024-07-02 13:17:21,Prodi Biologi,2017,2024,Agustus,,1,,,,,,,,,,,2,3,
2024-07-02 13:22:19,Prodi Biologi,2019,2023,November,melanjutkan studi,5,Badan gizi nasional ,Kepala unit pelayanan (sementara ini),,,8000000,,,,,,4,4,Saran pengembangan fasilitas di fakultas biologi dan pemeliharaan kebersihan seperti toilet
2024-07-02 13:24:30,Prodi Biologi,2016,2021,Februari,melanjutkan studi,,,,2021,Bisnis souvenir custom CD album (shopee: pinahouse studio),,2021,IPB,,,Biosains Hewan,4,4,
2024-07-02 13:24:43,Prodi Biologi,2018,2023,Juni,Karyawan Swasta,1,Nurul Fikri,Staf,,,,,,,,,1,1,
2024-07-02 13:32:51,Prodi Matematika,2015,2021,Mei,Karyawan Swasta,6,PT BRI Asuransi Indonesia,Adjuster Claim Analyst,,,6200000,,,,,,4,4,dunia insurance masih sangat membutuhkan aktuaris
2024-07-02 13:38:47,Prodi Kimia,2019,2023,November,Karyawan Swasta,6,PT. Fin Centerindo Satu,Staff Administrasi,,,5000000,,,,,,1,1,
2024-07-02 13:40:04,Prodi Biologi,2017,2021,Agustus,Karyawan Swasta,13,PT AJE INDONESIA,Account Payable staff,,,5000000,,,,,,3,3,
2024-07-02 13:48:21,Prodi Kimia,2017,2024,Agustus,Pengajar,3,,,,,3000000,,,,,,5,5,Sudah baik dan selalu baik terus kedepannya 
2024-07-02 13:48:27,Prodi Kimia,2017,2023,Mei,Pengajar,1,,,,,2000000,,,,,,3,2,"Untuk alumni atau yang baru lulus, bisa membuat grup untuk info mengenai pekerjaan atau apapun."
2024-07-02 14:04:52,Prodi Biologi,2017,2022,Februari,Karyawan Swasta,6,PT Elike Bisnis Indonesia,Admin E-Commerce Staff,,,,,,,,,3,3,
2024-07-02 16:11:37,Prodi Biologi,2018,2024,Februari,Internship,3,Sunday Insurance,Admin aftersales,,,,,,,,,4,1,
2024-07-02 16:18:27,Prodi Kimia,2019,2023,November,sedang mencari kerja,,,,,,,,,,,,5,5,
2024-07-02 16:42:05,Prodi Biologi,2018,2023,Februari,Karyawan Swasta,2,PT. Diagnos laboratorium utama,Staff genomic ,,,6000000,,,,,,4,3,Dibeberapa mata kuliah mungkin dijelaskan kembali apa saja target per semester atau silabus
2024-07-02 16:45:02,Prodi Biologi,2017,2022,Juni,Karyawan Swasta,1,PT Saka Uniti Indonesia,Human Capital Officer,,,,,,,,,3,2,
2024-07-02 17:24:03,Prodi Biologi,2018,2023,Februari,sedang mencari kerja,1,,,,,,,,,,,3,3,Diberikan rekomendasi saat perkuliahan sebagai bekal untuk melanjutkan pekerjaan
2024-07-02 17:36:59,Prodi Biologi,2016,2020,November,Karyawan Swasta,2,PT. Innolab Sains Internasional,Laboratory Analyst Genomic,,,6000000,,,,,,4,5,
2024-07-02 18:03:36,Prodi Biologi,2016,2022,Februari,Karyawan Swasta,1,PT. Flexylabs Instrument Indonesia,Application specialist,,,6000000,,,,,,3,3,
2024-07-02 18:14:01,Prodi Biologi,2018,2023,Februari,Karyawan Swasta,3,Dexa Medica (Dexa Group),,,,,,,,,,3,4,Sukses selalu prodi biologi UIN Jakarta 
2024-07-02 18:40:34,Prodi Biologi,2018,2023,Februari,Pengajar,3,Sekolah Islam Alfayyadh Indonesia,Pengajar,,,2000000,,,,,,4,4,
2024-07-02 22:13:05,Prodi Biologi,2019,2024,Februari,Karyawan Swasta,1,PT. Periplus Bookindo,Assistant Store Manager,,,6700000,,,,,,2,1,semoga kedepannya menjadi akses untuk membuka lapangan pekerjaan dengan bidang sesuai
2024-07-03 06:43:43,Prodi Teknik Pertambangan,2019,2023,Februari,sedang mencari kerja,,,,,,,,,,,,5,5,"1. meningkatkan kerja sama dengan perusahaan pertambangan untuk membuka peluang penelitian bagi mahasiswa dan membuka peluang pekerjaan bagi para alumni.

2. Menyediakan bimbingan karir dan pelatihan soft skills untuk mempersiapkan mahasiswa memasuki dunia kerja."
2024-07-03 06:59:42,Prodi Teknik Pertambangan,2019,2024,Januari,Internship,5,,,,,,,,,,,5,5,membuat pelatihan berstandar nasional dibawah pemerintah
2024-07-03 07:34:41,Prodi Teknik Pertambangan,2019,2024,Februari,Karyawan Swasta,1,PY JAMBI RESOURCES,JR Mine Plan Engineer,,,7000000,,,,,,5,5,
2024-07-03 08:09:54,Prodi Teknik Pertambangan,2019,2023,Februari,sedang mencari kerja,,,,,,,,,,,,4,4,"Saran, dari prodi membuka kesempatan bekerja sama dengan perusahaan perusahaan tambang, tidak harus perusahaan yang besar, yang nantinya dapat bekerja sama, sehingga mahasiswa yang ingin KP atau Tugas Akhir bisa berkesempatan pula bergabung di perusahaan tersebut, karena ada beberapa mahasiswa tambang kesulitan dalam mencari perusahaan untuk KP atau Tugas Akhir. Serta mahasiswa yang telah menyelesaikan studi nya dari kampus dapat ditarik dan bekerja di perusahaan tersebut. 

Kesan, senang dapat berkesempatan menjadi bagian mahasiswa tambang UIN banyak kegiatan kegiatan positif mulai dari berhimpun, melaksanakan kegiatan kuliah lapangan, dan banyak lainnya. 

Komentar, untuk kurikulum atau silabus Perencanaan Tambang diusahakan untuk belajar penggunaan software Minescape, Spray, dan software lainnya yang belum dipelajari di kampus. "
2024-07-03 08:36:07,Prodi Teknik Pertambangan,2019,2023,November,Karyawan Swasta,3,PT Geo Artha Selaras,Jr. Mineplan Engineer,,,6000000,,,,,,3,5,"perbanyak MoU dengan perusahaan tambang dan perbaiki sistem pembelajaran matakuliah praktikum mineplan, sesuaikan dengan kebutuhan perusahaan, sehingga nantinya mahasiswa yang lulus dari UIN Jakarta Program Studi Teknik pertambangan dapat menguasai skill penggunaan software tambang dengan baik"
2024-07-03 08:51:52,Prodi Teknik Pertambangan,2019,2023,Februari,Karyawan Swasta,1,,,,,,,,,,,4,5,"Sudah bagus, mungkin perlu ditingkatkan lagi keberlanjutan kerjasama dengan perusahaan-perusahaan tambang nya, sehingga mahasiswa yang hendak melakukan KP atau TA dapat relasi dengan mudah"
2024-07-03 09:05:10,Prodi Teknik Pertambangan,2017,2024,Juni,Karyawan Swasta,1,PT Lemanraya Jagad Utama,Account Manager,,,8000000,,,,,,5,4,"Sudah berjalan dengan baik, mohon untuk dipertahankan"
2024-07-03 09:24:38,Prodi Teknik Pertambangan,2019,2024,Februari,Karyawan Swasta,1,Bumi Nusantara Jaya,Field Officer Quality Control,,,,,,,,,4,4,
2024-07-03 10:26:30,Prodi Agribisnis S1,2008,2015,November,Pengajar,1,Unpam,Dosen,2017,Jasa traik tunai ,1000000,2016,IPB,,,Ilmu Ekonomi pertanian,3,3,Kerja sama dengan perusahaan
2024-07-03 16:05:20,Prodi Teknik Pertambangan,2017,2024,Juni,Wirausaha,,,,2014,Bisnis Olshop,2000000,,,,,,3,4,Perlu dikembangkan lagi untuk laboratorium dan juga diperbanyak untuk praktik di lapangannya agar dapat menunjang ilmu pengetahuan setelah lulus
2024-07-03 16:58:51,Prodi Teknik Pertambangan,2019,2024,Juni,sedang mencari kerja,,,,,,2000000,0,,,,,4,4,
2024-07-03 17:11:44,Prodi Kimia,2017,2021,November,ASN/PNS,1,Fakultas Kedokteran UPN “Veteran” Jakarta,Laboran,,,5000000,,,,,,4,4,semoga akrenya cepet naik jadi A!!
2024-07-03 17:30:16,Prodi Agribisnis S1,2017,2024,Agustus,Karyawan Swasta,1,PT. Maju Usaha Inovasi,Staff,,,8000000,,,,,,4,2,
2024-07-03 21:24:38,Prodi Agribisnis S1,2017,2024,Agustus,sedang mencari kerja,,,,,,,,,,,,4,4,
2024-07-03 22:01:31,Prodi Biologi,2016,2021,Februari,Karyawan Swasta,1,"UNDP Indonesia/ PPN Bappenas, Rainforest Alliance Indonesia",,,,,,,,,,4,4,
2024-07-04 11:08:46,Prodi Agribisnis S1,2018,2024,Juni,sedang mencari kerja,,,,,,,,,,,,5,5,
2024-07-04 11:21:49,Prodi Agribisnis S1,2019,2024,Agustus,sedang mencari kerja,,,,,,,,,,,,4,4,"Program Studi Agribisnis merupakan jurusan yang menurut saya akan relevan kedepannya. Namun, permasalahan saat ini adalah kurangnya tenaga pengajar (Dosen) serta kegiatan berupa Studium General serta kerjasama yang seharusnya lebih digiatkan untuk kedepannya. Hal tersebut diharapkan dapat meningkatkan potensi ketepatan waktu lulus mahasiswa serta menambah wawasan ilmu pengetahuan yang relevan dan up to date"
2024-07-05 09:59:14,Prodi Teknik Informatika,2019,2023,November,Karyawan BUMN,1,PT Pertamina Maintenance & Construction,Admin BPJS,,,,,,,,,3,4,
2024-07-05 14:20:19,Prodi Teknik Pertambangan,2019,2024,Juni,sedang mencari kerja,,,,,,,,,,,,5,5,dapat ditingkatkan kembali kualitas belajar mengajar di dalam kelas
2024-07-07 10:18:19,Prodi Agribisnis S1,2017,2024,Februari,,,,,,,,,,,,,5,5,
2024-07-08 20:07:48,Prodi Agribisnis S2,2019,2023,Agustus,Karyawan Swasta,1,Pt. Tumbakmas Niagasakti,Field Sales Supervisor,,,6000000,,,,,,3,3,
2024-07-09 09:12:40,Prodi Matematika,2019,2023,Februari,Karyawan Swasta,1,Unilever,Inventory Excellence and Project Management Support,,,11000000,,,,,,5,5,
2024-07-09 11:23:58,Prodi Matematika,2018,2024,Mei,Wirausaha,,,,2023,Kuliner,8000000,,,,,,5,5,
2024-07-09 11:53:03,Prodi Matematika,2019,2023,Agustus,sedang mencari kerja,,,,,,,,,,,,4,4,
2024-07-09 19:33:09,Prodi Matematika,2013,2018,Februari,Wirausaha,,,,2018,Digital printing,30000000,,,,,,3,3,Sharing alumni ttg wirausaha dengan dosen tamu pada matakuliah wirausaha /bisnis atau kegiatan wirausaha yg bermanfaat lainnya
2024-07-09 20:13:41,Prodi Matematika,2015,2021,Agustus,Karyawan Swasta,1,PT Infosys Solusi Terpadu,Java Developer,,,11000000,,,,,,3,1,
2024-07-10 07:56:29,Prodi Matematika,2016,2023,Agustus,Karyawan Swasta,1,PT Kinarya Alihdaya Mandiri,Technical support data analytics ,,,7000000,,,,,,3,4,
2024-07-10 09:10:55,Prodi Biologi,2018,2023,November,sedang mencari kerja,,,,,,,,,,,,4,3,
2024-07-10 09:32:55,Prodi Agribisnis S1,2019,2024,Agustus,,,,,,,,,,,,,4,4,
2024-07-10 11:26:57,Prodi Biologi,2017,2023,Agustus,Karyawan BUMD,3,Perumda Paljaya,Staf asisten transporter Limbah B3,,,8000000,,,,,,3,3,Lebih meningkatkan administrasi dan pelayanan di ruang prodi
2024-07-10 11:26:58,Prodi Biologi,2016,2023,Juli,Karyawan Swasta,1,Palang Merah Indonesia,Logistik,,,2000000,,,,,,3,3,
2024-07-10 11:27:00,Prodi Biologi,2017,2023,Februari,sedang mencari kerja,,,,,,,,,,,,5,5,
2024-07-10 11:27:47,Prodi Biologi,2016,2023,Agustus,Mengurus Rumah Tangga,,,,,,,,,,,,3,3,
2024-07-10 11:31:26,Prodi Biologi,2016,2023,September,Pengajar,2,,,,,,,,,,,4,4,
2024-07-10 11:33:15,Prodi Biologi,2016,2023,Agustus,Wirausaha,,,,2024,usaha makanan ringan dan kue kering rumahan,1000000,,,,,,3,3,
2024-07-10 11:34:54,Prodi Biologi,2016,2023,Agustus,Karyawan Swasta,1,,Asisten pribadi ,,,,,,,,,3,2,"Pelayanan bagus, cepat tanggap dibantu prodi. Semoga semakin bagus dan bisa terus meningkatkan potensi mahasiswa prodi biologi "
2024-07-10 11:41:57,Prodi Biologi,2018,2022,Januari,sedang mencari kerja,,,,,,,,,,,,4,4,
2024-07-10 11:48:28,Prodi Biologi,2018,2023,November,Karyawan Swasta,5,BFI,Administrasi Intern,,,2500000,,,,,,3,3,
2024-07-10 11:49:15,Prodi Biologi,2018,2023,Februari,Wirausaha,4,,,2024,makanan ringan dan pernak pernik ,250000000,,,,,,2,2,tidak ada sudah cukup
2024-07-10 11:57:54,Prodi Biologi,2018,2023,Agustus,Pengajar,1,MTsN 2 Kota Bekasi,Guru,,,1000000,,,,,,4,3,
2024-07-10 11:59:20,Prodi Biologi,2018,2024,Februari,Karyawan Swasta,1,PT Enviro Bintang Perkasa,Staff Ahli Biologi,,,4000000,,,,,,4,4,
2024-07-10 12:01:27,Prodi Biologi,2018,2023,Agustus,sedang mencari kerja,12,,,,,,,,,,,2,3,"- Tolong bantu mahasiswa dalam menerapkan pembelajaran ke jenjang karir selanjutnya, jika mahasiswa bingung dalam memilih mata kuliah pilihan, lebih baik diberikan penyuluhan atau seminar bidang kerja yang sekiranya dapat memberi pandangan mahasiswa dalam menentukan karir dimulai dari semester awal sehingga mahasiswa tahu potensi diri dan dapat mengembangkan skill
- Tolong adakan lebih banyak seminar pelatihan yang nantinya dibutuhkan saat sertifikasi skill dalam mencari pekerjaan atau menambah pengalaman dan portofolio"
2024-07-10 12:26:41,Prodi Biologi,2016,2023,Agustus,Pengajar,1,SDI KAMILA INSAN CITA,PENGAJAR,,,3000000,,,,,,3,3,"SEMOGA PRODI BIOLOGI SEMAKIN BAIK LAGI, TERIMA KASIH "
2024-07-10 12:43:39,Prodi Biologi,2018,2023,Februari,sedang mencari kerja,4,,baru selesai kontrak kerja di PT Murni Dharma Karya,,,1000000,,,,,,3,3,"untuk memperluas wawasan dan informasi Mahasiswa Biologi UIN Jakarta, sebaiknya diselenggarakan seminar wajib terkait dengan ISO, atau Halal agar setiap Mahasiswa Biologi yang lulus pasti memiliki sertifikat pelatihan ISO atau Halal, supaya menambah nilai unggul alumni Biologi UIN Jakarta"
2024-07-10 12:52:06,Prodi Biologi,2018,2023,Agustus,sedang mencari kerja,,,,,,,,,,,,4,4,
2024-07-10 12:53:52,Prodi Biologi,2016,2023,Agustus,Karyawan Swasta,1,Dinas Perhubungan,Pegawai Honorer,,,4000000,,,,,,3,3,
2024-07-10 13:52:22,Prodi Biologi,2016,2023,Juni,sedang mencari kerja,,,,,,,,,,,,4,4,
2024-07-10 14:46:10,Prodi Biologi,2018,2024,Februari,sedang mencari kerja,,,,,,,,,,,,5,5,
2024-07-10 14:54:19,Prodi Biologi,2018,2023,Agustus,sedang mencari kerja,12,,,,,,,,,,,3,5,Cukup baik
2024-07-10 15:12:23,Prodi Biologi,2018,2023,Agustus,melanjutkan studi,1,"Sudah tidak bekerja, perusahaan sebelumnya (Mutiara Harapan Islamic School) ",Laboran,2023,Jasa Wisata Alam dan Jasa Laundry Sepatu,5000000,,,,,,2,4,Masih kurang dalam bidang spesifik ekologi dan hewan 
2024-07-10 15:48:16,Prodi Biologi,2016,2023,Agustus,Wirausaha,,,,2021,Peternakan sapi perah ,6000000,,,,,,4,5,
2024-07-10 16:01:00,Prodi Biologi,2016,2023,September,Pengajar,1,,Guru ,,,2000000,,,,,,4,4,
2024-07-10 16:14:05,Prodi Biologi,2018,2023,Agustus,Karyawan Swasta,4,PT Globalindo Dua Satu Ekpres,Finance Staff,,,,,,,,,3,1,"Pengalaman PKL atau Intern sangat penting, mungkin bisa diperpanjang waktunya. Banyak hal yang harus dipelajari khususnya lingkungan perkerjaan tetapi waktunya terbatas."
2024-07-10 16:25:54,Prodi Biologi,2017,2023,Mei,Wirausaha,,,,,,,,,,,,3,3,
2024-07-10 16:26:50,Prodi Agribisnis S1,2019,2024,Agustus,sedang mencari kerja,,,,,,,,,,,,4,3,
2024-07-10 16:59:08,Prodi Agribisnis S1,2017,2024,Agustus,Pengajar,1,,,,,,,,,,,4,4,dibuat efisien semua program perkuliahan sehingga bisa mempercepat mahasiswa lulus
2024-07-10 17:41:47,Prodi Biologi,2019,2023,November,Researcher,5,PT. Peternakan Ayam Manggis,Staff laboratorium ,,,4000000,,,,,,5,5,
2024-07-10 17:48:31,Prodi Biologi,2019,2023,November,Wirausaha,2,LAPIS TALAS BOGOR AND BEJI,Owner,2019,Kue,50000000,,,,,,2,1,Sarannya agar dapat jauh lebih baik dan meningkatkan fasilitas belajar mahasiswa dan mendengarkan pendapat mahasiswa 
2024-07-10 17:52:55,Prodi Biologi,2019,2023,November,Karyawan Swasta,1,PT. Bintang Seragam Indonesia,SEO Content Writer,,,3000000,,,,,,2,2,
2024-07-10 18:19:59,Prodi Biologi,2018,2024,Juni,sedang mencari kerja,,,,,,,,,,,,4,5,
2024-07-10 18:41:08,Prodi Biologi,2018,2023,Februari,Karyawan Swasta,12,Nestlé Indonesia,Medical Delegate,,,9000000,,,,,,4,5,"Ada beberapa kuliah saya di luar UIN yg ga bisa diconvert ke SKS padahal dulu bilangnya bisa saat masih jadi mahasiswa, tolong perbaiki lagi sistemnya agar kurikulum merdeka berjalan lancar"
2024-07-10 18:54:21,Prodi Biologi,2016,2023,Agustus,Pengajar,1,,,2020,Menjual pakaian anak di toko dan online,3000000,,,,,,3,5,Sudah cukup baik
2024-07-10 20:22:32,Prodi Biologi,2018,2022,November,Karyawan Swasta,13,PT. HERMED,Qc Analyst,,,5000000,,,,,,4,4,
2024-07-10 21:46:42,Prodi Biologi,2018,2024,Juni,sedang mencari kerja,,,,,,,,,,,,5,5,
2024-07-10 22:54:03,Prodi Biologi,2019,2023,November,Pengajar,1,Yayasan Islam Al-Hamidiyah,Pengajar,,,,,,,,,4,1,Pelajaran telah disampaikan dengan baik oleh dosen yang kompeten di bidangnya
2024-07-10 23:02:38,Prodi Agribisnis S1,2017,2024,Agustus,sedang mencari kerja,,,,,,,,,,,,4,3,
2024-07-11 05:53:39,Prodi Biologi,2018,2024,Februari,sedang mencari kerja,,,,,,,,,,,,3,3,
2024-07-11 07:22:34,Prodi Biologi,2018,2024,Februari,Internship,3,,Admin after sales ,,,,,,,,,4,1,
2024-07-11 07:41:29,Prodi Biologi,2019,2024,Juni,sedang mencari kerja,,,,,,,,,,,,2,3,"Diadakan career fest, seminar studi banding dgn univ lain, sosialisasi beasiswa s2, pengenalan bidang pekerjaan di suatu perusahaan, penjurusan mulai dari pkl hingga tugas akhir agar selaras dengan pekerjaan"
2024-07-11 08:38:46,Prodi Biologi,2016,2023,Agustus,Karyawan Swasta,5,Instaprint,,,,2000000,,,,,,2,1,
2024-07-11 09:32:48,Prodi Agribisnis S1,2017,2024,Agustus,sedang mencari kerja,,,,,,,,,,,,4,4,
2024-07-11 16:53:35,Prodi Biologi,2017,2022,Februari,Pengajar,3,,,,,,,,,,,4,4,
2024-07-14 21:18:10,Prodi Agribisnis S1,2020,2024,Agustus,sedang mencari kerja,,,,,,,,,,,,4,2,"Pengadaan mata kuliah peminatan, agar mahasiswa memiliki fokus di bidang yang lebih terkhususkan"
2024-07-14 21:21:21,Prodi Agribisnis S1,2019,2024,Agustus,sedang mencari kerja,,,,,,,,,,,,4,4,"menambah jumlah dosen, karena sejauh ini prodi agribisnis masih kekurangan dosen"
2024-07-14 22:01:20,Prodi Agribisnis S1,2020,2024,Agustus,sedang mencari kerja,,,,,,,,,,,,4,4,"Terima kasih atas pelayanan yang diberikan selama ini, banyak sekali manfaat serta benefit yang saya rasakan. Keberadaan Fakultas dan program studi juga sangat hadir dalam mensupport segala aktivitas saya baik diluar kampus hingga diluar kampus.Tidak hanya itu, seluruh dosen juga demikian selalu dapat memahami aktivitas mahasiswa diluar kampus. Sehingga, pengalaman berkuliah saya menajadi sangat berkesan dan tidak dapat dilupakan. Mungkin jika Bapak/Ibu dosen segenap keluarga besar FST tidak memberikan izin kepada saya mengikuti kegiatan diluar kampus, saya tidak bisa dapat berada di titik ini. Titik yang menurut saya tidak semua mahasiswa dapat merasakannya. Sekali lagi, terima kasih banyak atas peluang dan kerjasamanya. Semoga kita selalu diberikan kesehatan dan dilancarkan segala urusannya."
2024-07-15 07:57:57,Prodi Agribisnis S1,2019,2024,Agustus,,,,,,,,,,,,,3,3,semoga kedepannya semakin banyak mahasiswa yang dapat lulus tepat waktu  
2024-07-15 12:16:40,Prodi Agribisnis S1,2018,2024,Agustus,Wirausaha,,,,2023,Kuliner,,,,,,,5,4,Sudah cukup baik
2024-07-16 22:34:13,Prodi Biologi,2019,2024,Juni,Karyawan Swasta,1,PT. Indogravure,Admin HRD,,,4600000,,,,,,4,2,
2024-07-17 00:18:23,Prodi Agribisnis S1,2018,2024,Agustus,Karyawan Swasta,1,PT. Lotte Shopping Indonesia,Staff ALC,,,4000000,,,,,,3,3,Tingkatkan kerjasam dengan perusahaan atau libatkan perusahaan dalam kurikulum akademik
2024-07-17 16:21:01,Prodi Agribisnis S1,2019,2024,Agustus,sedang mencari kerja,,,,,,,,,,,,5,5,
2024-07-18 13:24:23,Prodi Agribisnis S1,2019,2024,Agustus,sedang mencari kerja,,,,,,,,,,,,4,4,
2024-07-18 14:49:56,Prodi Agribisnis S1,2020,2024,Juli,sedang mencari kerja,,,,,,,,,,,,5,5,Terus dilakukan pengembangan terkait manajemen dan sumber daya manusia di Program Studi Agribisnis
