created_at,username,full_text,favorite_count,quote_count,reply_count,retweet_count,label sentimen
Thu Dec 12 09:11:45 +0000 2024,Harian_Jogja,Pemkab Sleman Hanya Anggarkan Makan Siang Gratis untuk 11 Bulan Begini Alasannya https://t.co/gbz1nJY2wq https://t.co/5VVLgYIsAL,0,0,0,0,netral
Thu Dec 12 09:11:41 +0000 2024,civil_cociety,@kompascom Yaa kalau pemerintah sudah mensubsidi makan gratis 10rb/porsi kalau pingin makan yg lebih bergizi lagi para ortu wali murid berinisiatif juga ngasih tambahan ke sekolah 5rb/porsi atau berapa gitu agar makan siang murid jadi super gizi.,2,1,8,0,positif
Thu Dec 12 09:05:48 +0000 2024,mapedos01,Gak ada makan siang gratis tapi. https://t.co/0PHpIqhDrw,16,2,9,7,negatif
Thu Dec 12 09:00:08 +0000 2024,mkljnjm,target makan siang gratis yg sebenarnya,0,0,0,0,netral
Thu Dec 12 08:59:55 +0000 2024,__LOVE_AG4EVER,AKHIRNYA MEGAWATI BENAR BENAR DUKUNG PROGRAM MAKAN SIANG BERGIZI GRATIS Hal ini disampaikan saat menjadi pembicara kunci pada Peluncuran dan Diskusi Buku Berjudul: Pilpres 2024 Antara Hukum Etika dan Pertimbangan Psikologis di Jakarta Kamis 12/12/2024 Pertanda apakah ini ? https://t.co/xZhRrRgRjY,37,1,16,13,positif
Thu Dec 12 08:58:07 +0000 2024,PangDalam,@catatansalman @k_klhs @BaseBDG Dikasih pendidikan gratis gak mau pilihnya makan siang gratis. Wajar sdm rendah,0,0,0,0,positif
Thu Dec 12 06:44:14 +0000 2024,samaptaMahulu,*Dukung Program Asta Cita Presiden RI Sat Brimob Polda Kaltim bersama Pemprov Kaltim Gelar Program Makan Siang Gratis di SDN 010 Balikpapan* https://t.co/D6rDSnCWcL,0,0,0,0,positif
Thu Dec 12 06:43:46 +0000 2024,rahmatsafari93,@StefanAntonio__ Susu makan siang gratis dimonopoli pengusaha proxynya si Gibran,0,0,0,0,negatif
Thu Dec 12 06:42:16 +0000 2024,riskafh,@dabcasay Makan siang gratis hasil sumbangan,0,0,0,0,negatif
Thu Dec 12 06:40:36 +0000 2024,humaskorbrimob,Batalyon A Brimob Kaltim Gandeng Pemprov Kaltim Gelar Simulasi Makan Bergizi Gratis di SDN 010 Balikpapan BALIKPAPAN - Batalyon A Pelopor Satbrimob Polda Kaltim bersama Pemerinta Provinsi Kaltim membagikan makan siang bergizi gratis bagi pelajar Sekolah Dasar (SD). https://t.co/OmViEOUKD4,1,0,1,0,positif
Thu Dec 12 06:34:11 +0000 2024,chosenbynava,Masih di Sragen Rapat persiapan makan siang gratis untuk anak sekolah se-Jawa Tengah,0,0,0,0,positif
Thu Dec 12 06:30:32 +0000 2024,Aditsptra27,Kode promo gojek hari ini spesial Gofood Hemat 12.12 GOJEKSAPUTRA COBAINGOJEK GORIDEAJA GOCARAJA YUKLIBUR GOSENDHEMAT GOWEEKEND GOBANDARA promo diskon gofood mega 12.12 hemat makan siang #ChatGPT #Gojek #Gofood #diskon #murah #gratis,3,0,0,0,netral
Thu Dec 12 06:20:48 +0000 2024,kangsurya85,@geloraco Sekalian aja pak menteri dikasih juga bantuan sembako Dan makan siang gratis seumur hidup.,1,0,0,0,netral
Thu Dec 12 06:08:55 +0000 2024,naveedgilang,@PresidenKopi Setidaknya ini lebih berguna daripada cuma bagi2kan susu dan makan siang gratis ,2,0,1,0,negatif
Thu Dec 12 06:02:39 +0000 2024,bobybony,@infomalang Pemerintah pusat sek golek dana gawe makan siang gratis n lanjutkan IKN kok,6,0,0,0,netral
Thu Dec 12 05:59:26 +0000 2024,gresiksatu1,Dukung Asupan Gizi Anak Nelayan HNSI Gresik Gelar Simulasi Makan Siang Gratis https://t.co/MniikNQe8L #gresiksatu,0,0,0,0,positif
Thu Dec 12 05:52:42 +0000 2024,Pid_humasminut,Polres Minut Bagikan Makan Siang Bergizi Gratis Kepada Siswa SD Negeri desa Wangurer Kec. Likupang Selatan Dalam Rangka Mendukung Program 100 Hari Kerja Astacita Presiden RI. #Polresminut #PolriPresisi #KasihPresisi #Polisiindonesia #astacitapresidenri #bagimakanangratis https://t.co/jkQzkbUqzD,0,0,0,0,positif
Thu Dec 12 05:39:06 +0000 2024,dabcasay,@riskafh Demi makan siang gratis nek jare mu,0,0,1,0,netral
Thu Dec 12 05:38:59 +0000 2024,justr1mja,@WidasSatyo menyalaa makan siang gratis,0,0,0,0,positif
Thu Dec 12 05:32:40 +0000 2024,akmalbariq,@koko_dhoni @ch_chotimah2 @aniesbaswedan Mau cuci tangan buzzer PDI-P liat aja ntar brp itu fpi dikasi dana ama pram.. Wkwkkwkw kagak ada makan siang gratis ya mas,1,0,0,0,negatif
Thu Dec 12 05:26:21 +0000 2024,bangbushairi17,@cakimiNOW @PatrickWalujo @gojekindonesia Berantas Judi Online dan Sukseskan Makan Siang Gratis melalui UMKM yang ada,0,0,0,0,positif
Thu Dec 12 05:17:57 +0000 2024,rainbowsalt25,@AntiZionist1233 @Jateng_Twit @detikoto Betulll gedeg bgt sumpah waktu pemilihan digembor2in suruh pilih ogah bgt w w dan suami ga pilih makan siang gratis wkwkwk kocak. Malah yg ada usulan diperluas lapangan pekerjaan dan gratis biaya pendidikan ga terpilih,0,0,0,0,negatif
Thu Dec 12 05:08:05 +0000 2024,8_picolo,@gladdyssheaxx Makan siang mending GoFood HEMAT 12.12 cuma 10rb doang udah bikin kenyang karena ada gratis ongkirnya juga pokonya mantap banget dah,0,0,0,0,netral
Thu Dec 12 05:08:05 +0000 2024,tekarok007,Lihat video2 percobaan makan siang gratis kayaknya masalah yang bakalan dihadapi Banyaknya makanan yang tersisa dan tidak termakan ,4,0,1,0,netral
Thu Dec 12 05:00:09 +0000 2024,mrdva__,Makan siang mending GoFood HEMAT 12.12 cuma 10rb doang udah bikin kenyang karena ada gratis ongkirnya juga pokonya mantap banget dah,1,0,0,2,netral
Thu Dec 12 04:50:47 +0000 2024,Paradisegency,selamat siang absen yang mau makan siang gratis? (suapin satu satu) https://t.co/Dd1KaENedT,0,0,6,0,netral
Thu Dec 12 04:49:30 +0000 2024,dmarvine,betul contohnya ya itu yg kepikiran bikin program makan siang gratis...,0,0,0,0,netral
Thu Dec 12 04:13:40 +0000 2024,h4ry7,@tempodotco Jangan masuk jebakan batman kelihatan manis tp menjerumuskan. Tidak ada makan siang gratis.,0,0,0,0,negatif
Thu Dec 12 04:09:12 +0000 2024,FA_emeres,Alhamdulillah dapet makan siang gratis ada yang ultah di kantor. Btw kamu mau ga makan Pagi Sore di tempat asalnya @A_GitaJKT48 ? ini kan SiDang favorit kamu.. https://t.co/xV1ZNI6DC3,2,0,0,0,netral
Thu Dec 12 03:39:27 +0000 2024,GunawanAri22008,MAKAN SIANG GRATIS 10K. Perkiraan kasar saya. Investor 1K Pekerja 1 5K Distribusi 0 5K Operasional 2 5K. Bahan baku 5K. Dg Bahan baku 5K dapat gizi apa ya? Paha Ayam saja sdh 2 5K/ ptg. Kalo dikasih lsg ke ortu bs dipake utk hal lain bs jg buat Judol.,0,0,0,0,negatif
Thu Dec 12 03:32:14 +0000 2024,GunawanAri22008,@Chynthia_K Sebenarnya gampang kurangin ajah budget masing2 lembaga dan kementrian scr langsung di APBN. Alihkab ke yg lebih bermanfaat buat rakyat.. ya spt makan siang gratis misalnya. Meskipun ini jg tdk bagus krn byk yg main jg di program ini,0,0,0,0,negatif
Thu Dec 12 03:31:15 +0000 2024,82halomdz,males bgt tiap denger orang bahas makan siang gratis kek program tolol. lu tw ga blm mulai aj udah banyak oknum yg bisnisin,0,0,2,0,negatif
Thu Dec 12 03:23:03 +0000 2024,kyeomisdk,@jnnseo @Loafers Tapi kan dapet makan siang gratis tuuuh,0,0,1,0,netral
Thu Dec 12 03:19:58 +0000 2024,samsudann,@WidasSatyo Efek program makan siang gratis kah?,0,0,0,0,netral
Thu Dec 12 03:19:09 +0000 2024,itskyreyy,@m_bal1 dijaga makanan dijaga makanan yang makan siang gratis 10ribu itu? :v,0,0,1,0,netral
Thu Dec 12 03:04:11 +0000 2024,rvhizen,@mintcox padahal kita bisa dapet pemimpin sekelas bung hatta lho tapi orang2 lebih milih joget dan makan siang gratis : ,0,0,1,0,negatif
Thu Dec 12 02:40:47 +0000 2024,raden_diky16695,@yusuf_dumdum Rakyat secara ekonomi sedang terpuruk 58% rakyat banyak yg menginginkan makan siang Gratis walau hanya dgn tarif Rp10.000 - untuk anak2nya agar tidak kelaparan. Pemerintah tega sekali menambah pajak 66% sementara 58% rakyat untuk beli makan saja sulit,20,0,0,4,negatif
Thu Dec 12 02:40:39 +0000 2024,raden_diky16695,Rakyat secara ekonomi sedang terpuruk 58% rakyat banyak yg menginginkan makan siang Gratis walau hanya dgn tarif Rp10.000 - untuk anak2nya agar tidak kelaparan. Pemerintah tega sekali menambah pajak 66% sementara 58% rakyat untuk beli makan saja sulit,4,0,0,1,negatif
Thu Dec 12 02:35:13 +0000 2024,burburayamm,@angewwie Pantes dia dukung makan siang gratis lah dia aja stunting wkwkw,0,0,0,0,negatif
Thu Dec 12 02:30:52 +0000 2024,Prabrorooo,@diaryesterday Perlu makan siang bergizi gratis juga gak? ,1,0,1,0,netral
Thu Dec 12 02:21:11 +0000 2024,MasTrie123,@tempodotco tidak ada makan siang gratis tuan!,0,0,0,0,negatif
Thu Dec 12 02:15:19 +0000 2024,NetraWarga,Dinkes Trenggalek terus pantau mutu gizi program makan siang gratis. https://t.co/wZv3NwOXCZ,0,0,0,0,netral
Thu Dec 12 01:56:01 +0000 2024,HasihoTamb59145,@UmarHasibuan__ Tidak ada makan siang gratis,0,0,0,0,negatif
Thu Dec 12 01:55:56 +0000 2024,YustineMelinda,@fortisfortuna_9 @tilehopper Mereka turunin PPn 8% biar daya beli tetep terjaga mah bare minimum ga sih? Sedangkan di sini udah tau daya beli lagi turun malah dinaikin ke 12% buat biayain IKN &amp; makan siang gratis yang sebenere ga urgent2 amat,2,0,0,1,negatif
Thu Dec 12 01:49:40 +0000 2024,Beben_Nibe,@CNNIndonesia Yo mau makan apa siang nanti pesen di resto yang deket2 saja lewat shopeefood ada diskon dan gratis ongkir https://t.co/sUUmlHwgNG,0,0,0,0,netral
Thu Dec 12 01:30:44 +0000 2024,amelkoto,@ferizandra Bikin makan siang gratis..itupun baru akan..mendingan dana yg 10 rebu sehari ..dikasih tiap bulan 500 rebu untuk biaya sekolahnya..,0,0,0,0,negatif
Thu Dec 12 01:19:01 +0000 2024,SapiGila1984,@Duren___ Semuda itu udh nanggung tugas berat sebagai wapres sebuah negara besar ngga kebayang kesibukannya pagi2 harus bagikan susu siang bagikan makan gratis sore bagikan susu malam ngapalin teks pidato,0,0,0,0,netral
Thu Dec 12 01:18:59 +0000 2024,SupraPala,@yusuf_dumdum Indo ga butuh pertumbuhan ekonomi butuhnya makan siang gratis,1,0,0,0,negatif
Thu Dec 12 01:11:48 +0000 2024,Jog11111,@Kimberley_PS08 SWEDIA NEGARA MAJU. SDM NYA TINGGI GAK TOLOL KAYAK LU. KORUPSI DI SWEDIA MINIM. DI INDONESIA APA2 DIKORUPSI. PAJAK NAIK DEMI MAKAN SIANG GRATIS. KENAPA GAK PAKE DUIT EMAK LU AJA DARIPADA NAIKIN PAJAK? TOLOL LU BETINA.,0,0,0,0,negatif
Thu Dec 12 01:01:45 +0000 2024,r_its_me,@prabowo bapak makan siang gratis di daerah kabupaten kapan pakk??,0,0,0,0,netral
Thu Dec 12 00:37:01 +0000 2024,Nur06168340,@Miftoon23 @yuhuyuhu290583 @rizkidwika Dan alasan memilih 02 adalah Gemoy dan makan siang gratis.... PERSETAN DG KEPUTUSAN MK HASIL INTRIK SANG PAMAN..... Dari ketiga calon kemarin proses 02 z sudah g beres akal akalan... Selamat target pajak pemerintah 3000 triliun.... !!!,0,0,2,0,negatif
Thu Dec 12 00:22:13 +0000 2024,Nutri_sar1,Program MBG tanamkan nilai hidup hemat dan sehat pada anak Makan siang gratis ini sebagai bagian dari penanaman dan pembiasaan pendidikan karakter bagi anak-anak Hal tsb di ungkapkan oleh Mendikdasmen Abdul Mu'ti Clara Shinta Arsenal Haaland Dik Malay 00.00 - 03.00 WIB https://t.co/LADGZXLCoU,12,1,3,10,positif
Thu Dec 12 00:21:48 +0000 2024,Nur06168340,@aliridhomuhamm2 @yuhuyuhu290583 @rizkidwika Seharusnya lebih ke malu sih dg hasil gimmick makan siang gratis dan Gemoy.. ... Kopiko 78,1,0,0,0,negatif
Thu Dec 12 00:10:08 +0000 2024,bagusrangin77,Sudah defisit ...401 Trilliun dan akan semakin tinggi jika tidak di REM DIHENTIKAN atau DiBATALKAN semua pemborosan dan project mercusuar termasuk kelanjutan IKN dan project makan siang gratis dan pemotongan anggatan semua kementrian dll...pak @prabowo tolong diperhatikan. https://t.co/XORcP3eces,2,0,0,0,negatif
Thu Dec 12 00:04:27 +0000 2024,YudiLipek,Artis RR penipu ulung.ngaku2 dr keluarga besar president Prabowo menyuruh mencari perusahaan catering tuk PROYEK UJI COBA MAKAN SIANG GRATIS.kepada semua masyarakat Indonesia agar tidak mempercayain artis RR ini yg berulang kali GAGAL terpilih caleg DPR RI.,0,0,0,0,negatif
Wed Dec 11 23:35:46 +0000 2024,jubeariel,ferran torres nyobain makan siang gratis https://t.co/Mj0dbUve58,0,0,0,0,netral
Wed Dec 11 23:34:31 +0000 2024,Daud030728,@dedimahardi Mana ada makan siang gratis Fahri yg ada bangun rmh trus di ksh lahan jutaan hektar,0,0,0,0,netral
Wed Dec 11 23:29:58 +0000 2024,candaankosong,@Jimbo89851300 @CNNIndonesia Seperti makan siang gratis yang akhirnya blunder. Karena bingung mau buat program apa. Yang penting ngomong bukan ngomongin yang penting.,5,0,0,0,negatif
Wed Dec 11 23:18:55 +0000 2024,makelarcapres,@DedynurPalakka Manusia2 tolol kbh menggembor2kan makan siang gratis dibanding pendidikan gratis. Budak2 Mulyono emg tolol,5,0,0,0,negatif
Wed Dec 11 22:30:15 +0000 2024,s4rch1v3,@detikcom Jadi rakyat Indonesia tiap hari makan apa kalo gajinya sibuk buat bayar pajak mulu?ngandelin bantuan sosial mas wapres doang?atau makan siang gratis pak pres?kerja keringat dari ujung kepala sampe ujung kaki gajinya buat gendutin wakil rakyat doang.,0,0,0,0,negatif
Wed Dec 11 21:16:18 +0000 2024,Byotalah,@tvOneNews Beneran? Keren banget inisiatifnya! Semoga makin banyak yang terbantu dengan program makan siang bergizi gratis ini.,0,0,0,0,positif
Wed Dec 11 19:43:25 +0000 2024,Jeeminu,@SainceGanteng Ih parahnya cuma datang buat makan siang gratis 10 ribuan :cc,0,0,0,0,netral
Wed Dec 11 18:42:05 +0000 2024,rahmatsafari93,@03__nakula Makanya program Prabowo makan siang gratis....biar IQ naik,0,0,0,0,positif
Wed Dec 11 18:12:30 +0000 2024,xaveseriously,@GegeQwe123 @rizkidwika Sejauh ini g nemu statement pendukung 01 ngomong kalo abah naik bakal jdi tajir atau kyk ngarep dpt makan siang gratis sih. Pun kalo si abah g menunaikan janji2nya dan berbelok ke oligarki krn godaan kekuasan jika terpilih nasibnya jg bkl dirujak sm sprti presiden sblumnya,11,0,0,0,netral
Wed Dec 11 17:50:15 +0000 2024,0jenry1,@BudiBukanIntel Gada makan siang gratis Bung.,2,0,0,0,netral
Wed Dec 11 17:19:51 +0000 2024,Adiasih_F,@detikcom Kerna Pemda pada disuruh ikut bayari makan siang gratis. Su asu urip koq ngono taa su asu.,0,0,0,0,negatif
Wed Dec 11 16:38:46 +0000 2024,PronadaP49139,@DedynurPalakka Si @DedynurPalakka ini pendamba bansos penikmat makan siang gratis. Maklum otaknya sekelas Fufufafa.,2,0,0,0,netral
Wed Dec 11 16:35:19 +0000 2024,kitttendust_,@inipunyabina iya makan siang gratis,0,0,0,0,netral
Wed Dec 11 16:31:15 +0000 2024,dioristu12,@sukasarimi @impotsor @rizkidwika hush nanti kamu juga dapet paket makan siang gratis dari ayahandaku,0,0,1,0,netral
Wed Dec 11 16:26:28 +0000 2024,ts_tonis,@tempodotco Gada makan siang gratis,0,0,0,0,netral
Wed Dec 11 15:46:25 +0000 2024,Mr_Arogan_,@bleketetet @alisyarief Tester makan siang gratis bang,0,0,0,0,netral
Wed Dec 11 15:38:02 +0000 2024,ArthaArtha15,@sam140776 @akusara69 @xquitavee @jokowi Memang bisa tpi butuh minimal ⅔ suara di DPR yg artinya harus lobi² antar fraksi di DPR dan gk ada makan siang gratis disana ,0,0,0,0,netral
Wed Dec 11 15:36:07 +0000 2024,itsmyclover,Sasaran pertama makan siang gratis kah? Stunting gitu,1,1,0,1,netral
Wed Dec 11 15:34:09 +0000 2024,mindofmorons,@goraici Mau gimana lagi. Program makan siang gratis gajelas ngegaji pejabat hasil bagi kue IKN. Terlalu banyak dosa hasil pemikiran pendeknya pemerintah sekarang dan rakyat yg harus nanggung itu,0,0,1,0,negatif
Wed Dec 11 15:23:31 +0000 2024,dot_rakha,@tempodotco Gantinya apa? Tidak ada makan siang gratis.,0,0,0,0,netral
Wed Dec 11 15:04:18 +0000 2024,RT_Udeen,@matchameng__ @titiprip 10k kok kayak makan siang gratis xixixi,0,0,0,0,netral
Wed Dec 11 14:55:42 +0000 2024,Joiwoong,@unchainment Kalau udah 400 juta dapet makan siang gratis gak by?,0,0,1,0,netral
Wed Dec 11 14:47:30 +0000 2024,NgebutMaut,@tempodotco https://t.co/ZjMOxcAgyr Byk org mengira bhw si BOCIL SAMSUL/FUFUFAFA hy tugas bagi2 bansos &amp; susu greenfield. Tp gak semua org tahu bhw Susu Greenfield sdh dibeli o/ Patrick Waluyo yg py Grup Northstar yg py $GOTO . Kelak nanti susu tsb ambil bagian program makan siang gratis ,0,0,1,0,positif
Wed Dec 11 14:44:48 +0000 2024,indrisme,Mantep banget sih 85k udah sekalian dapet makan siang (bukan gratis) sama ada photobooth nya jugakkk!! Cuss sih good deals banget ,1,0,1,2,netral
Wed Dec 11 14:41:32 +0000 2024,ClimbingGuy3000,@Basuki80844076 @kompascom lo kira IKN ga butuh duit makan siang gratis aja butuh 71 triliun,0,0,0,0,netral
Wed Dec 11 14:30:29 +0000 2024,artjscsmsr,@WatchmenID Kok baru muncul skrg film nya? Krna kmrn umay dibully ya soal makan siang gratis? Wkwkw,0,0,0,0,netral
Wed Dec 11 14:13:36 +0000 2024,Zay34562,1. Makan siang gratis itu program kampanye Gibran? 5 thn krhanya kampanye pakai dana APBN? 4/11/2024: Polri Akan Rekrut 600 Personel untuk Ketahanan Pangan dan Membantu Makan Bergizi Gratis https://t.co/3qIff3vdlq #TangkapJokowiFufufafa #TangkapJokowiFufufafa #JokoWidodoPenipu https://t.co/oihSyefnxS,6,0,0,7,netral
Wed Dec 11 14:07:07 +0000 2024,n4pp18,@Duren___ Beliau tampak lelah sekali abis bagi2 sembako dan susu...sambil jdi pengawas makan siang gratis... wapres idaman kita semua beliau pekerja keras ternyata,0,0,0,0,positif
Wed Dec 11 13:49:01 +0000 2024,B29O8,Sehari bersama cc @imyourcece - nyari diskonan - liat ulet uget uget - program makan siang gratis - touch some grass ceunah https://t.co/Ltgsq8b6Qv,2,1,1,1,netral
Wed Dec 11 13:48:56 +0000 2024,Levisastra18,@arbendooot ngitung juga kagak becus.. rasanya sangat penting makan siang gratis dan bergizi untuk mengentaskan kebodohan ini..,0,0,1,0,positif
Wed Dec 11 13:48:34 +0000 2024,kodam_mlw,TVRI KALTIM : UJI COBA MAKAN SIANG GRATIS BAGI PELAJAR https://t.co/jZUIsHPwVZ,0,0,0,0,positif
Wed Dec 11 13:48:33 +0000 2024,samuelp45471465,@Uki23 Kalau saya akan berpikir kritis dan harus di audit biar tidak ada dusta di antara kita pertama harus di audit mgkn dari perusahaan mana ? Terus siapa pemiliknya ? Itu dari sisi auditnya kalau dari sisi kritis emang seurgensi itu makan siang gratis ?,0,0,0,0,netral
Wed Dec 11 13:48:13 +0000 2024,isvelandra,@gracethlia di awan dikasih makan siang gratis enggak?,0,0,1,0,netral
Wed Dec 11 13:42:23 +0000 2024,rezatalks,@kompascom Emang Vietnam gak mau kasih makan siang gratis?,0,0,0,0,netral
Wed Dec 11 13:29:26 +0000 2024,rotiduaa,@katapalindrom @tanyakanrl tp lebih mahal dari makan siang gratis,0,0,0,0,netral
Wed Dec 11 13:23:07 +0000 2024,YEOSQANG,@kimincgyu Sogok aja pake makan siang gratis,0,0,1,0,netral
Wed Dec 11 13:11:40 +0000 2024,IndrianiRahman_,@walangfighter suruh ndaftar ci mumpung masih ada kuota makan siang gratis,0,0,1,0,netral
Wed Dec 11 13:09:00 +0000 2024,gilspablo,@prabowo program makan siang gratis nya mulai kapan pak? ini rakyat nya kasian ,0,0,0,0,netral
Wed Dec 11 13:06:36 +0000 2024,del_paijo,@ARSIPAJA Dasar dunia internasional ini radikal intoleran terpapar HTI residu pilpres gagal move on. Berani2nya mengkritik program makan siang gratis Pak Prabowo!! Blm pernah diomelin zarry Hendrik n admin gerindra ya?? ,10,0,1,0,positif
Wed Dec 11 12:52:12 +0000 2024,rngggaaa,@hooligansceneID target utama sasaran makan siang gratis,0,0,0,0,netral
Wed Dec 11 12:50:31 +0000 2024,fikrul_suwahyu,@tempodotco Makan siang gratis = ngutang dari China Apalagi ini = perumahan dari China pula The real Indochina.,0,0,0,0,negatif
Wed Dec 11 12:45:56 +0000 2024,professordeka,@aliralira Bisa klo masyarakat dah tertib antri tertib lalu lintas gak nyoblos krn dikasih bansos mentingin sekolah gratis drpd makan siang gratis,78,1,2,4,negatif
Wed Dec 11 12:32:31 +0000 2024,k_tuaethnic,Asal mereka membantu tanpa menggadaikan apa-apa atau tanpa ada agunan pulau dan harta benda negara lainnya. Tapi banyak yg mengatakan tidak ada makan siang yg gratis . Semoga kalaupun teralisasi Kementerian terkait bisa menjelaskan ke publik asal dan sumber uangnya https://t.co/krvEa9yb4S,2,0,1,0,netral
Wed Dec 11 12:31:42 +0000 2024,gembeldigital,@Mamamochi1 musti ikut program makan siang gratis biar lebih sehat pinter dan jadi presiden sesuai cita2 bapaknya...,1,0,1,0,positif
Wed Dec 11 12:30:24 +0000 2024,polsek_tabang,Dalam rangka mendukung Program Makan Siang Bergizi Bapak Presiden Prabowo Polda Kaltim bersama Pemprov Kaltim melaksanakan kegiatan pembagian makan bergizi gratis di SLB Negeri Samarinda dan SDN 002 Sungai Pinang Samarinda Rabu (11/12/24). https://t.co/86u2jfhlxM,0,0,0,0,positif
Wed Dec 11 12:29:25 +0000 2024,Farid_Mhd88,@tempodotco Makan siang gratis dari China Kok apa apa dari China seh @Gerindra .. Masih ingat di 2014 dan 2019 ada yg berjanji tidak sudi jadi antek asing...,30,0,2,2,negatif
Wed Dec 11 12:20:58 +0000 2024,ihsanurroihan11,@cursedkidd Makan siang gratis bisa ga a disitu?,0,0,0,0,netral
Wed Dec 11 12:14:41 +0000 2024,nomerempat_,@detikcom Butuh duit banget buat IKN? Makan siang gratis?,0,0,0,0,netral
Wed Dec 11 12:14:16 +0000 2024,Arth168,@antaranews Darurat anomali berpikir. Berantas narkoba tapi baru sebulan menjabat sudah melepaskan bandar narkoba asing yang telahh inkrah hukuman matinya. Apakah ini sebabnya butuh demografi yang demen joget2 dan makan siang recehan gratis semata?,2,0,0,0,negatif
Wed Dec 11 12:09:12 +0000 2024,FrvrGreen,@hooligansceneID Prabowo tolong makan siang gratis fokuskan di bandung dahulu,140,2,14,19,netral
Wed Dec 11 12:06:19 +0000 2024,MocangTian,@Yha2n3 Suruh nyangkul kalau mau minta tambahan anggaran.Rakyat saat ini sdh sangat susah dan miskin karena tidak ada lapangan kerja tidak ada pemberian sembako tidak ada makan siang Gratis semuanya janji omon².,0,0,0,0,negatif
Wed Dec 11 11:49:18 +0000 2024,yisizonedx,Semua demi makan siang gratis. Makanya kalo asbun proker tuh dipikirin dulu gtu lho jgn asbun,0,0,0,0,negatif
Wed Dec 11 11:46:33 +0000 2024,creawmy,nunggu dia bales chat kaya lagi nunggu makan siang gratis pake wagyu dari fufufafa,0,0,10,0,negatif
Wed Dec 11 11:42:51 +0000 2024,PhSimatupang,Program makan siang gratis itu akan menggerakkan roda perekonomian secara masif. Pemerintah juga harus mempersiapkan ketersediaan bahan baku mulai dari beras daging ikan sayur telur dan garam. Genjot semua produksi pertanian dan juga perikanan.,0,0,0,0,positif
Wed Dec 11 11:33:23 +0000 2024,0xkowesopo,@worksfess Nay. Mending ikut pelatihan microsoft di BLK. Gratis dpt duit saku makan siang seragam trs dpt sertif BNSP.,100,0,2,4,netral
Wed Dec 11 11:25:50 +0000 2024,Spidro_Return,Kok negara cina mulu sih berkontribusi = meminjamkan uang Tidak ada makan siang yang gratis,0,0,0,0,negatif
Wed Dec 11 11:16:41 +0000 2024,BukanMomsKejora,@Gerindra @prabowo Min tolong dibaca dan respon yah min. Disalah satu kabupaten bogor ada perekrutan karyawan masak untuk program makan siang gratis dengan gaji 4 8 dan setiap wrg yg ikut bayar 50k. Katanya untuk angkot dan dibayar setelah diterima kerja. Itu bnrn apa hanya scam min,0,0,0,0,netral
Wed Dec 11 11:15:22 +0000 2024,radensalheh,@Mortorico ngab owo laper ngab kapan makan siang gratis nya,0,0,0,0,netral
Wed Dec 11 10:56:03 +0000 2024,gembeldigital,@alisyarief Pak wapres harus ikut program makan siang bergizi gratis biar pinter.,0,0,0,0,negatif
Wed Dec 11 10:39:15 +0000 2024,PolsekJempang,Dalam rangka mendukung Program Makan Siang Bergizi Bapak Presiden Prabowo Polda Kaltim bersama Pemprov Kaltim melaksanakan kegiatan pembagian makan bergizi gratis di SLB Negeri Samarinda dan SDN 002 Sungai Pinang Samarinda https://t.co/BH5TmZh1ek,1,0,0,0,positif
Wed Dec 11 10:36:37 +0000 2024,CantikSeorang,@BosPurwa @prabowo @DPR_RI Pak @prabowo Sebelum benar2 jalan Apakah SDH dipikirkan alternative utk menggerakkan lagi posyandu? Drpd makan gratis SMP dan SMA bisa dengan skema yg lain yg lebih simple Makan siang gratis itu ruwet Selain itu tdk semua sekolah punya tempat makan.. Kelas akan kotor dan bau,3,0,0,0,negatif
Wed Dec 11 10:36:16 +0000 2024,ke_gemini22020,@tempodotco Konstribusi??? Woooooy ..Makan siang tak gratis !,1,0,0,0,negatif
Wed Dec 11 10:22:49 +0000 2024,sgie_iwakndog,@detikcom 1. Pajak iuran makan siang gratis 2. Pajak biaya fufufafa bagi2 susu syahrini Tunggu saja.... Penunggak pajak auto meroket....,0,0,0,0,negatif
Wed Dec 11 10:18:33 +0000 2024,erensday,@Ardinovfrrzky @idn_app makan siang gratis kan ada @prabowo,1,0,0,0,netral
Wed Dec 11 09:58:26 +0000 2024,Nebulavexion,@detikcom Makan siang gratis 10 rebu tagihanya merajalela,0,0,0,0,negatif
Wed Dec 11 09:29:18 +0000 2024,siska201114,@Kimberley_PS08 Sini main ke papua lu anjingbiar lu tau makan siang gratis modal 10 ribu (kalau gak ditilep sana-sini) hanya bakal dapat nasi seperempat piring,0,0,0,0,negatif
Wed Dec 11 09:20:25 +0000 2024,PolsekPalaran,Dalam rangka mendukung Program Makan Siang Bergizi Bapak Presiden Prabowo Polda Kaltim bersama Pemprov Kaltim melaksanakan kegiatan pembagian makan bergizi gratis di SLB Negeri Samarinda dan SDN 002 Sungai Pinang Samarinda Rabu (11/12/24). #MakanBergizi #AstaCita #PolriPresisi https://t.co/d2NNrWaiPr,0,0,0,0,positif
Wed Dec 11 09:10:21 +0000 2024,NetraWarga,Anggaran untuk program makan siang gratis di Trenggalek masih terombang-ambing. https://t.co/5EOPfukHCk,0,0,0,0,negatif
